tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,parent_tour_id
221,142.0,2176,eatout,non_mandatory,21823,23217,12.0,12.0,SHARED2FREE,0
222,142.0,2176,othdiscr,non_mandatory,30679,23217,14.0,14.0,SHARED2FREE,0
242,154.0,1407,othdiscr,non_mandatory,22254,1629,19.0,19.0,WALK,0
241,154.0,1407,othmaint,non_mandatory,1127,1629,15.0,15.0,SHARED2FREE,0
240,154.0,1407,school,mandatory,5056,1629,7.0,7.0,SHARED3FREE,0
239,153.0,1407,school,mandatory,5056,1629,7.0,7.0,SHARED3FREE,0
238,152.0,1407,othdiscr,non_mandatory,22254,1629,19.0,19.0,WALK,0
237,152.0,1407,othmaint,non_mandatory,1127,1629,15.0,15.0,SHARED2FREE,0
259,167.0,1223,shopping,non_mandatory,1057,12055,20.0,20.0,SHARED2FREE,0
257,166.0,1223,shopping,non_mandatory,1057,12055,20.0,20.0,SHARED2FREE,0
268,175.0,1287,work,mandatory,2836,1759,8.0,8.0,WALK_LOC,0
267,174.0,1287,work,mandatory,2836,1759,8.0,8.0,WALK_LOC,0
317,209.0,1006,school,mandatory,20988,14680,7.0,7.0,WALK,0
316,208.0,1006,school,mandatory,20988,14680,7.0,7.0,WALK,0
326,215.0,2090,school,mandatory,3079,26619,8.0,8.0,SHARED3FREE,0
324,214.0,2090,school,mandatory,3079,26619,8.0,8.0,SHARED3FREE,0
363,246.0,1437,othdiscr,non_mandatory,8137,28516,19.0,19.0,WALK,0
361,245.0,1437,othdiscr,non_mandatory,8137,28516,19.0,19.0,WALK,0
381,255.0,461,escort,non_mandatory,9196,23101,14.0,14.0,WALK,0
382,255.0,461,escort,non_mandatory,27050,23101,17.0,17.0,SHARED3FREE,0
380,255.0,461,othdiscr,non_mandatory,1619,23101,9.0,9.0,SHARED2FREE,0
376,253.0,461,escort,non_mandatory,9196,23101,14.0,14.0,WALK,0
377,253.0,461,escort,non_mandatory,27050,23101,17.0,17.0,SHARED3FREE,0
375,253.0,461,othdiscr,non_mandatory,1619,23101,9.0,9.0,SHARED2FREE,0
433,294.0,1797,escort,non_mandatory,19151,5412,8.0,8.0,WALK,0
434,294.0,1797,othdiscr,non_mandatory,11307,5412,10.0,10.0,WALK,0
429,291.0,1797,escort,non_mandatory,19151,5412,8.0,8.0,WALK,0
430,291.0,1797,othdiscr,non_mandatory,11307,5412,10.0,10.0,WALK,0
437,296.0,2345,shopping,non_mandatory,17767,33549,16.0,16.0,WALK,0
436,295.0,2345,shopping,non_mandatory,17767,33549,16.0,16.0,WALK,0
454,310.0,3031,othmaint,non_mandatory,30080,25770,9.0,9.0,SHARED3FREE,0
453,309.0,3031,othmaint,non_mandatory,30080,25770,9.0,9.0,SHARED3FREE,0
459,312.0,1286,shopping,non_mandatory,1633,1759,19.0,19.0,WALK,0
457,311.0,1286,shopping,non_mandatory,1633,1759,19.0,19.0,WALK,0
466,315.0,1598,othmaint,non_mandatory,29769,64651,10.0,10.0,SHARED2FREE,0
463,314.0,1598,othmaint,non_mandatory,29769,64651,10.0,10.0,SHARED2FREE,0
473,318.0,2089,othdiscr,non_mandatory,14475,342,16.0,16.0,SHARED2FREE,0
475,319.0,2089,othdiscr,non_mandatory,6897,342,16.0,16.0,SHARED2FREE,0
468,316.0,2089,othdiscr,non_mandatory,14475,342,16.0,16.0,SHARED2FREE,0
471,317.0,2089,othdiscr,non_mandatory,6897,342,16.0,16.0,SHARED2FREE,0
482,323.0,347,othmaint,non_mandatory,3389,5362,11.0,11.0,SHARED2FREE,0
480,322.0,347,othmaint,non_mandatory,3389,5362,11.0,11.0,SHARED2FREE,0
491,328.0,573,social,non_mandatory,37929,38806,16.0,16.0,DRIVEALONEFREE,0
489,327.0,573,social,non_mandatory,37929,38806,16.0,16.0,DRIVEALONEFREE,0
542,365.0,738,shopping,non_mandatory,45783,38479,11.0,11.0,SHARED3FREE,0
540,364.0,738,shopping,non_mandatory,45783,38479,11.0,11.0,SHARED3FREE,0
544,367.0,2200,othdiscr,non_mandatory,23782,33309,13.0,13.0,WALK,0
543,366.0,2200,othdiscr,non_mandatory,23782,33309,13.0,13.0,WALK,0
572,384.0,1402,eatout,non_mandatory,6173,21120,17.0,17.0,SHARED2FREE,0
570,383.0,1402,eatout,non_mandatory,6173,21120,17.0,17.0,SHARED2FREE,0
578,389.0,708,eatout,non_mandatory,48715,46811,16.0,16.0,SHARED2FREE,0
576,388.0,708,eatout,non_mandatory,48715,46811,16.0,16.0,SHARED2FREE,0
591,398.0,445,shopping,non_mandatory,28851,4354,19.0,19.0,WALK,0
589,397.0,445,shopping,non_mandatory,28851,4354,19.0,19.0,WALK,0
596,401.0,1615,othdiscr,non_mandatory,66081,62471,15.0,15.0,SHARED2FREE,0
610,412.0,1537,work,mandatory,4158,13923,6.0,6.0,SHARED2FREE,0
609,411.0,1537,work,mandatory,4158,13923,6.0,6.0,SHARED2FREE,0
614,416.0,1216,othdiscr,non_mandatory,14402,21932,20.0,20.0,WALK,0
613,415.0,1216,othdiscr,non_mandatory,14402,21932,20.0,20.0,WALK,0
621,420.0,2640,work,mandatory,33547,14941,10.0,10.0,WALK,0
645,440.0,3040,othmaint,non_mandatory,31460,15405,12.0,12.0,SHARED3FREE,0
644,439.0,3040,othmaint,non_mandatory,31460,15405,12.0,12.0,SHARED3FREE,0
662,451.0,522,othmaint,non_mandatory,6186,27200,16.0,16.0,SHARED2FREE,0
660,450.0,522,othmaint,non_mandatory,6186,27200,16.0,16.0,SHARED2FREE,0
700,483.0,1744,shopping,non_mandatory,4499,10982,18.0,18.0,SHARED2FREE,0
699,482.0,1744,shopping,non_mandatory,4499,10982,18.0,18.0,SHARED2FREE,0
715,499.0,2597,escort,non_mandatory,11070,34663,8.0,8.0,SHARED3FREE,0
716,499.0,2597,escort,non_mandatory,992,34663,11.0,11.0,SHARED3FREE,0
711,497.0,2597,escort,non_mandatory,11070,34663,8.0,8.0,SHARED3FREE,0
712,497.0,2597,escort,non_mandatory,992,34663,11.0,11.0,SHARED3FREE,0
727,509.0,2613,othdiscr,non_mandatory,18014,18807,17.0,17.0,SHARED3FREE,0
726,508.0,2613,othdiscr,non_mandatory,18014,18807,17.0,17.0,SHARED3FREE,0
740,519.0,267,othmaint,non_mandatory,4750,55780,12.0,12.0,SHARED3FREE,0
736,516.0,267,othmaint,joint,4750,55780,12.0,12.0,SHARED3FREE,0
778,548.0,2318,othdiscr,non_mandatory,55718,65135,9.0,9.0,SHARED2FREE,0
776,547.0,2318,othdiscr,non_mandatory,55718,65135,9.0,9.0,SHARED2FREE,0
780,551.0,2482,work,mandatory,32546,27492,6.0,6.0,SHARED2FREE,0
779,550.0,2482,work,mandatory,32546,27492,6.0,6.0,SHARED2FREE,0
905,647.0,2644,eatout,non_mandatory,563,34073,18.0,18.0,WALK,0
903,646.0,2644,eatout,non_mandatory,563,34073,18.0,18.0,WALK,0
937,675.0,1622,shopping,non_mandatory,2808,3305,20.0,20.0,SHARED2FREE,0
936,674.0,1622,shopping,non_mandatory,2808,3305,20.0,20.0,SHARED2FREE,0
950,680.0,3053,eatout,non_mandatory,16659,9146,17.0,17.0,SHARED3FREE,0
943,678.0,3053,othdiscr,non_mandatory,23359,9146,8.0,8.0,SHARED2FREE,0
942,677.0,3053,eatout,joint,16659,9146,17.0,17.0,SHARED3FREE,0
957,684.0,143,eatout,non_mandatory,30761,13932,18.0,18.0,SHARED2FREE,0
955,682.0,143,eatout,non_mandatory,30761,13932,18.0,18.0,SHARED2FREE,0
989,710.0,1240,shopping,non_mandatory,56594,58868,12.0,12.0,SHARED3FREE,0
986,708.0,1240,shopping,non_mandatory,56594,58868,12.0,12.0,SHARED3FREE,0
1004,723.0,2600,school,mandatory,22958,9822,7.0,7.0,SHARED3FREE,0
1130,814.0,1843,eatout,non_mandatory,486,19826,16.0,16.0,SHARED3FREE,0
1129,814.0,1843,shopping,non_mandatory,21038,19826,13.0,13.0,SHARED2FREE,0
1128,813.0,1843,eatout,non_mandatory,486,19826,16.0,16.0,SHARED3FREE,0
1127,813.0,1843,shopping,non_mandatory,21038,19826,13.0,13.0,SHARED2FREE,0
1150,828.0,1475,othmaint,non_mandatory,12605,20461,8.0,8.0,SHARED2FREE,0
1148,827.0,1475,othmaint,non_mandatory,12605,20461,8.0,8.0,SHARED2FREE,0
1177,846.0,1157,school,mandatory,2080,6277,8.0,8.0,WALK,0
1178,846.0,1157,shopping,non_mandatory,33443,6277,18.0,18.0,SHARED3FREE,0
1175,845.0,1157,school,mandatory,2080,6277,8.0,8.0,WALK,0
1174,844.0,1157,shopping,joint,33443,6277,18.0,18.0,SHARED3FREE,0
1197,857.0,2415,eatout,non_mandatory,11348,7720,18.0,18.0,WALK,0
1195,856.0,2415,eatout,non_mandatory,11348,7720,18.0,18.0,WALK,0
1201,860.0,1700,othmaint,non_mandatory,28788,7164,13.0,13.0,SHARED2FREE,0
1200,859.0,1700,othmaint,non_mandatory,28788,7164,13.0,13.0,SHARED2FREE,0
1241,887.0,2961,othdiscr,non_mandatory,27431,9523,9.0,9.0,SHARED3FREE,0
1239,885.0,2961,othdiscr,joint,27431,9523,9.0,9.0,SHARED3FREE,0
1243,889.0,2915,work,mandatory,22294,29542,11.0,11.0,SHARED2FREE,0
1242,888.0,2915,work,mandatory,34457,29542,11.0,11.0,SHARED2FREE,0
1259,902.0,994,othdiscr,non_mandatory,28594,20606,8.0,8.0,WALK,0
1260,902.0,994,shopping,non_mandatory,27146,20606,15.0,15.0,SHARED3FREE,0
1255,900.0,994,othdiscr,non_mandatory,28594,20606,8.0,8.0,WALK,0
1257,900.0,994,shopping,non_mandatory,27146,20606,15.0,15.0,SHARED3FREE,0
1284,922.0,2156,shopping,non_mandatory,9647,10953,13.0,13.0,SHARED3FREE,0
1282,920.0,2156,shopping,joint,9647,10953,13.0,13.0,SHARED3FREE,0
1290,926.0,568,eatout,non_mandatory,49446,46533,7.0,7.0,SHARED2FREE,0
1287,925.0,568,eatout,non_mandatory,49446,46533,7.0,7.0,SHARED2FREE,0
1298,930.0,1806,social,non_mandatory,25443,23131,18.0,18.0,SHARED2FREE,0
1295,928.0,1806,social,non_mandatory,25443,23131,18.0,18.0,SHARED2FREE,0
1308,941.0,2867,eatout,non_mandatory,20056,6906,18.0,18.0,WALK,0
1305,939.0,2867,eatout,non_mandatory,20056,6906,18.0,18.0,WALK,0
1318,947.0,1473,social,non_mandatory,27536,11264,16.0,16.0,SHARED2FREE,0
1316,946.0,1473,social,non_mandatory,27536,11264,16.0,16.0,SHARED2FREE,0
1381,1001.0,2860,othdiscr,non_mandatory,28463,12265,8.0,8.0,SHARED2FREE,0
1379,1000.0,2860,othdiscr,non_mandatory,28463,12265,8.0,8.0,SHARED2FREE,0
1393,1007.0,207,eatout,non_mandatory,25053,14629,15.0,15.0,WALK_LR,0
1392,1007.0,207,othdiscr,non_mandatory,33316,14629,11.0,11.0,SHARED2FREE,0
1391,1006.0,207,eatout,non_mandatory,25053,14629,15.0,15.0,WALK_LR,0
1390,1006.0,207,othdiscr,non_mandatory,33316,14629,11.0,11.0,SHARED2FREE,0
1418,1022.0,309,othmaint,non_mandatory,31221,34627,18.0,18.0,SHARED2FREE,0
1416,1021.0,309,othmaint,non_mandatory,31221,34627,18.0,18.0,SHARED2FREE,0
1431,1037.0,2100,shopping,non_mandatory,22605,12033,9.0,9.0,SHARED3FREE,0
1427,1033.0,2100,shopping,joint,22605,12033,9.0,9.0,SHARED3FREE,0
1448,1051.0,1528,eatout,non_mandatory,23358,31895,17.0,17.0,SHARED2FREE,0
1449,1052.0,1528,shopping,non_mandatory,28750,31895,10.0,10.0,SHARED2FREE,0
1446,1050.0,1528,eatout,non_mandatory,23358,31895,17.0,17.0,SHARED2FREE,0
1445,1050.0,1528,shopping,non_mandatory,28750,31895,10.0,10.0,SHARED2FREE,0
1464,1064.0,513,othdiscr,non_mandatory,27135,20615,15.0,15.0,BIKE,0
1463,1063.0,513,othdiscr,non_mandatory,27135,20615,15.0,15.0,BIKE,0
1474,1071.0,3024,school,mandatory,61541,66178,7.0,7.0,SHARED3FREE,0
1473,1070.0,3024,school,mandatory,64836,66178,7.0,7.0,SHARED3FREE,0
1477,1073.0,1039,othdiscr,non_mandatory,24311,13870,15.0,15.0,SHARED2FREE,0
1476,1072.0,1039,othdiscr,non_mandatory,24311,13870,15.0,15.0,SHARED2FREE,0
1481,1077.0,1021,othmaint,non_mandatory,13681,1235,8.0,8.0,SHARED3FREE,0
1488,1081.0,80,othmaint,non_mandatory,35606,10924,17.0,17.0,SHARED2FREE,0
1486,1080.0,80,othmaint,non_mandatory,35606,10924,17.0,17.0,SHARED2FREE,0
1508,1092.0,274,shopping,non_mandatory,26641,19983,17.0,17.0,WALK,0
1512,1093.0,274,othdiscr,non_mandatory,23978,19983,19.0,19.0,WALK,0
1511,1093.0,274,shopping,non_mandatory,26641,19983,16.0,16.0,WALK,0
1503,1091.0,274,shopping,non_mandatory,26641,19983,17.0,17.0,WALK,0
1504,1091.0,274,othdiscr,joint,23978,19983,19.0,19.0,WALK,0
1507,1092.0,274,shopping,non_mandatory,26641,19983,16.0,16.0,WALK,0
1526,1102.0,2127,shopping,non_mandatory,26117,16690,16.0,16.0,WALK,0
1524,1101.0,2127,shopping,non_mandatory,26117,16690,16.0,16.0,WALK,0
1567,1123.0,2191,othdiscr,non_mandatory,8997,14631,17.0,17.0,SHARED3FREE,0
1562,1120.0,2191,othdiscr,joint,8997,14631,17.0,17.0,SHARED3FREE,0
1571,1127.0,609,othdiscr,non_mandatory,38186,37567,12.0,12.0,SHARED3FREE,0
1568,1124.0,609,othdiscr,non_mandatory,38186,37567,12.0,12.0,SHARED3FREE,0
1585,1137.0,1769,othdiscr,non_mandatory,56826,61670,17.0,17.0,SHARED2FREE,0
1583,1136.0,1769,othdiscr,non_mandatory,56826,61670,17.0,17.0,SHARED2FREE,0
1602,1149.0,277,othdiscr,non_mandatory,28020,19387,19.0,19.0,WALK,0
1599,1147.0,277,othdiscr,joint,28020,19387,19.0,19.0,WALK,0
1658,1188.0,1532,othmaint,non_mandatory,29409,34796,7.0,7.0,SHARED2FREE,0
1653,1185.0,1532,othmaint,non_mandatory,29409,34796,7.0,7.0,SHARED2FREE,0
1671,1198.0,1073,shopping,non_mandatory,16344,30329,16.0,16.0,SHARED3FREE,0
1670,1197.0,1073,shopping,non_mandatory,16344,30329,16.0,16.0,SHARED3FREE,0
1678,1203.0,2919,eatout,non_mandatory,35742,25588,17.0,17.0,SHARED2FREE,0
1677,1202.0,2919,eatout,non_mandatory,35742,25588,17.0,17.0,SHARED2FREE,0
1687,1208.0,456,shopping,non_mandatory,3108,31283,10.0,10.0,SHARED2FREE,0
1686,1207.0,456,shopping,non_mandatory,3108,31283,10.0,10.0,SHARED2FREE,0
1705,1221.0,1439,eatout,non_mandatory,19537,18634,17.0,17.0,WALK,0
1700,1218.0,1439,eatout,joint,19537,18634,17.0,17.0,WALK,0
1721,1234.0,405,othdiscr,non_mandatory,14070,27331,6.0,6.0,SHARED2FREE,0
1719,1233.0,405,othdiscr,non_mandatory,14070,27331,6.0,6.0,SHARED2FREE,0
1726,1237.0,1630,escort,non_mandatory,3417,20040,8.0,8.0,SHARED3FREE,0
1723,1235.0,1630,escort,non_mandatory,3417,20040,8.0,8.0,SHARED3FREE,0
1732,1243.0,169,othmaint,non_mandatory,33550,29160,12.0,12.0,SHARED3FREE,0
1729,1240.0,169,othmaint,joint,33550,29160,12.0,12.0,SHARED3FREE,0
1786,1284.0,1601,school,mandatory,23494,20618,8.0,8.0,BIKE,0
1785,1283.0,1601,school,mandatory,23494,20618,8.0,8.0,BIKE,0
1792,1289.0,1088,othdiscr,non_mandatory,30976,19111,18.0,18.0,WALK,0
1790,1288.0,1088,othdiscr,non_mandatory,30976,19111,18.0,18.0,WALK,0
1823,1317.0,2479,escort,non_mandatory,9497,26254,15.0,15.0,SHARED3FREE,0
1821,1315.0,2479,escort,non_mandatory,9497,26254,15.0,15.0,SHARED3FREE,0
1849,1334.0,470,shopping,non_mandatory,7192,30985,14.0,14.0,SHARED2FREE,0
1850,1334.0,470,social,non_mandatory,22442,30985,17.0,17.0,WALK,0
1847,1333.0,470,shopping,non_mandatory,7192,30985,14.0,14.0,SHARED2FREE,0
1848,1333.0,470,social,non_mandatory,22442,30985,17.0,17.0,WALK,0
1901,1372.0,2970,othdiscr,non_mandatory,13845,21080,11.0,11.0,WALK,0
1899,1370.0,2970,othdiscr,non_mandatory,13845,21080,11.0,11.0,WALK,0
1910,1380.0,2732,othdiscr,non_mandatory,23005,16511,7.0,7.0,SHARED3FREE,0
1909,1379.0,2732,othdiscr,non_mandatory,23005,16511,7.0,7.0,SHARED3FREE,0
1917,1386.0,229,escort,non_mandatory,30167,33525,8.0,8.0,SHARED3FREE,0
1918,1386.0,229,othmaint,non_mandatory,28372,33525,16.0,16.0,SHARED3FREE,0
1913,1384.0,229,escort,non_mandatory,30167,33525,8.0,8.0,SHARED3FREE,0
1912,1383.0,229,othmaint,joint,28372,33525,16.0,16.0,SHARED3FREE,0
1923,1392.0,674,othdiscr,non_mandatory,36208,37161,10.0,10.0,SHARED3FREE,0
1921,1389.0,674,othdiscr,joint,36208,37161,10.0,10.0,SHARED3FREE,0
1944,1405.0,2574,eatout,non_mandatory,63324,60377,18.0,18.0,SHARED2FREE,0
1942,1404.0,2574,eatout,non_mandatory,63324,60377,18.0,18.0,SHARED2FREE,0
1962,1418.0,2113,othmaint,non_mandatory,19158,20614,11.0,11.0,WALK,0
1961,1417.0,2113,othmaint,non_mandatory,19158,20614,11.0,11.0,WALK,0
1978,1427.0,261,eatout,non_mandatory,8422,3871,20.0,20.0,SHARED2FREE,0
1976,1426.0,261,eatout,non_mandatory,8422,3871,20.0,20.0,SHARED2FREE,0
1987,1433.0,1943,school,mandatory,19158,8203,8.0,8.0,SHARED3FREE,0
1986,1432.0,1943,school,mandatory,19158,8203,8.0,8.0,SHARED3FREE,0
2009,1448.0,333,escort,non_mandatory,19886,12904,7.0,7.0,WALK,0
2010,1448.0,333,social,non_mandatory,3424,12904,16.0,16.0,SHARED3FREE,0
2003,1445.0,333,escort,non_mandatory,19886,12904,7.0,7.0,WALK,0
2005,1445.0,333,social,joint,3424,12904,16.0,16.0,SHARED3FREE,0
2016,1450.0,2450,othdiscr,non_mandatory,20786,23729,21.0,21.0,WALK,0
2014,1449.0,2450,othdiscr,non_mandatory,20786,23729,21.0,21.0,WALK,0
2022,1459.0,1289,school,mandatory,22000,7191,6.0,6.0,SHARED3FREE,0
2021,1458.0,1289,school,mandatory,22000,7191,6.0,6.0,SHARED3FREE,0
2044,1474.0,293,school,mandatory,33049,4691,9.0,9.0,SHARED2FREE,0
2045,1474.0,293,school,mandatory,33049,4691,13.0,13.0,SHARED2FREE,0
2041,1473.0,293,school,mandatory,33049,4691,9.0,9.0,SHARED2FREE,0
2042,1473.0,293,school,mandatory,33049,4691,13.0,13.0,SHARED2FREE,0
2053,1477.0,2375,othdiscr,non_mandatory,33332,8224,16.0,16.0,WALK,0
2051,1476.0,2375,othdiscr,non_mandatory,33332,8224,16.0,16.0,WALK,0
2062,1485.0,1592,othmaint,non_mandatory,29769,1938,6.0,6.0,SHARED2FREE,0
2061,1484.0,1592,othmaint,non_mandatory,29769,1938,6.0,6.0,SHARED2FREE,0
2087,1509.0,1784,social,non_mandatory,29969,27159,8.0,8.0,SHARED3FREE,0
2086,1508.0,1784,social,non_mandatory,29969,27159,8.0,8.0,SHARED3FREE,0
2091,1512.0,89,othdiscr,non_mandatory,4902,15908,18.0,18.0,SHARED3FREE,0
2089,1510.0,89,othdiscr,joint,4902,15908,18.0,18.0,SHARED3FREE,0
2116,1529.0,302,escort,non_mandatory,22000,19318,7.0,7.0,SHARED3FREE,0
2118,1529.0,302,escort,non_mandatory,22000,19318,15.0,15.0,SHARED3FREE,0
2117,1529.0,302,social,non_mandatory,17575,19318,9.0,9.0,SHARED2FREE,0
2112,1527.0,302,escort,non_mandatory,22000,19318,7.0,7.0,SHARED3FREE,0
2114,1527.0,302,escort,non_mandatory,22000,19318,15.0,15.0,SHARED3FREE,0
2113,1527.0,302,social,non_mandatory,17575,19318,9.0,9.0,SHARED2FREE,0
2122,1532.0,2391,shopping,non_mandatory,6153,3838,12.0,12.0,WALK,0
2120,1531.0,2391,shopping,non_mandatory,6153,3838,12.0,12.0,WALK,0
2168,1565.0,2104,eatout,non_mandatory,19157,9832,20.0,20.0,WALK,0
2165,1564.0,2104,eatout,non_mandatory,19157,9832,20.0,20.0,WALK,0
2209,1593.0,611,social,non_mandatory,22846,53685,18.0,18.0,SHARED2FREE,0
2206,1592.0,611,social,non_mandatory,22846,53685,18.0,18.0,SHARED2FREE,0
2218,1599.0,1167,othdiscr,non_mandatory,33108,3402,20.0,20.0,SHARED2FREE,0
2217,1598.0,1167,othdiscr,non_mandatory,33108,3402,20.0,20.0,SHARED2FREE,0
2239,1615.0,721,othdiscr,non_mandatory,41575,41468,10.0,10.0,WALK,0
2238,1614.0,721,othdiscr,non_mandatory,41575,41468,10.0,10.0,WALK,0
2268,1634.0,1553,eatout,non_mandatory,16876,59053,17.0,17.0,SHARED2FREE,0
2266,1633.0,1553,eatout,non_mandatory,16876,59053,17.0,17.0,SHARED2FREE,0
2274,1640.0,1840,school,mandatory,2080,33439,8.0,8.0,WALK,0
2273,1639.0,1840,school,mandatory,2080,33439,8.0,8.0,WALK,0
2291,1652.0,1173,work,mandatory,3106,10694,9.0,9.0,DRIVEALONEFREE,0
2308,1666.0,1434,shopping,non_mandatory,21429,7699,16.0,16.0,WALK,0
2307,1665.0,1434,shopping,non_mandatory,21429,7699,16.0,16.0,WALK,0
2332,1682.0,1281,school,mandatory,8662,22331,6.0,6.0,SHARED3FREE,0
2374,1714.0,2760,work,mandatory,17735,28349,8.0,8.0,BIKE,0
2372,1713.0,2760,work,mandatory,17735,28349,8.0,8.0,BIKE,0
2376,1716.0,242,shopping,non_mandatory,19918,5354,9.0,9.0,SHARED2FREE,0
2375,1715.0,242,shopping,non_mandatory,19918,5354,9.0,9.0,SHARED2FREE,0
2381,1720.0,2522,othdiscr,non_mandatory,2093,25451,10.0,10.0,SHARED2FREE,0
2380,1719.0,2522,othdiscr,non_mandatory,2093,25451,10.0,10.0,SHARED2FREE,0
2408,1736.0,2016,othmaint,non_mandatory,27101,29793,9.0,9.0,SHARED2FREE,0
2405,1735.0,2016,othmaint,non_mandatory,22556,29793,16.0,16.0,SHARED3FREE,0
2407,1735.0,2016,othdiscr,non_mandatory,22556,29793,17.0,17.0,SHARED3FREE,0
2406,1735.0,2016,othmaint,non_mandatory,32933,29793,16.0,16.0,SHARED3FREE,0
2434,1748.0,2224,eatout,non_mandatory,31676,12904,15.0,15.0,WALK_LR,0
2430,1746.0,2224,eatout,non_mandatory,31676,12904,15.0,15.0,WALK_LR,0
2447,1762.0,2471,shopping,non_mandatory,60639,64088,11.0,11.0,SHARED3FREE,0
2448,1762.0,2471,social,non_mandatory,15922,64088,18.0,18.0,SHARED3FREE,0
2443,1760.0,2471,shopping,joint,60639,64088,11.0,11.0,SHARED3FREE,0
2444,1760.0,2471,social,joint,15922,64088,18.0,18.0,SHARED3FREE,0
2455,1766.0,101,othdiscr,non_mandatory,23366,19136,15.0,15.0,SHARED3FREE,0
2451,1764.0,101,othdiscr,non_mandatory,23366,19136,15.0,15.0,SHARED3FREE,0
2457,1768.0,1808,work,mandatory,9664,726,7.0,7.0,SHARED3FREE,0
2456,1767.0,1808,work,mandatory,9664,726,7.0,7.0,SHARED3FREE,0
2497,1800.0,380,social,non_mandatory,55893,58588,17.0,17.0,SHARED2FREE,0
2496,1799.0,380,social,non_mandatory,55893,58588,17.0,17.0,SHARED2FREE,0
2504,1802.0,590,othdiscr,non_mandatory,45133,43795,15.0,15.0,WALK,0
2503,1802.0,590,othmaint,non_mandatory,45152,43795,14.0,14.0,WALK,0
2501,1801.0,590,othdiscr,non_mandatory,45133,43795,15.0,15.0,WALK,0
2500,1801.0,590,othmaint,non_mandatory,45152,43795,14.0,14.0,WALK,0
2521,1812.0,2134,escort,non_mandatory,25582,12100,9.0,9.0,SHARED3FREE,0
2523,1812.0,2134,shopping,non_mandatory,10331,12100,14.0,14.0,SHARED3FREE,0
2515,1809.0,2134,escort,non_mandatory,25582,12100,9.0,9.0,SHARED3FREE,0
2526,1813.0,1457,othmaint,non_mandatory,56744,63698,14.0,14.0,SHARED3FREE,0
2529,1817.0,1024,othmaint,non_mandatory,55308,60075,14.0,14.0,SHARED2FREE,0
2559,1838.0,1250,othdiscr,non_mandatory,19390,8256,7.0,7.0,WALK,0
2561,1838.0,1250,othdiscr,non_mandatory,19390,8256,16.0,16.0,WALK,0
2560,1838.0,1250,shopping,non_mandatory,30476,8256,10.0,10.0,SHARED2FREE,0
2554,1836.0,1250,othdiscr,non_mandatory,19390,8256,7.0,7.0,WALK,0
2556,1836.0,1250,othdiscr,non_mandatory,19390,8256,16.0,16.0,WALK,0
2555,1836.0,1250,shopping,non_mandatory,30476,8256,10.0,10.0,SHARED2FREE,0
2621,1889.0,2779,shopping,non_mandatory,34219,9660,18.0,18.0,SHARED2FREE,0
